Item,Total Price,Unit Price,Date
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-15
Scroll for Overall Armor for DEX 100%,"16,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-15
Scroll for Overall Armor for DEX 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Overall Armor for DEX 100%,"14,999,400","49,998",2025-07-14
Scroll for Overall Armor for DEX 100%,"14,999,700","49,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"14,999,700","49,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"14,999,700","49,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"10,049,799","49,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"500,000","50,000",2025-07-14
Scroll for Overall Armor for DEX 100%,"16,332,900","54,443",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,755,554","3,377,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,377,777","3,377,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,377,777","3,377,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,399,999","3,399,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,399,999","3,399,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,822,222","3,411,111",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,822,222","3,411,111",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,822,222","3,411,111",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,822,222","3,411,111",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,822,222","3,411,111",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,822,222","3,411,111",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,822,222","3,411,111",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,844,444","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,422,222","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,422,222","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,422,222","3,422,222",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,433,333","3,433,333",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,433,333","3,433,333",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,444,444","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,444,444","3,444,444",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,911,110","3,455,555",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,911,110","3,455,555",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,911,110","3,455,555",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,911,110","3,455,555",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,455,555","3,455,555",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,455,555","3,455,555",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,455,555","3,455,555",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,455,555","3,455,555",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,455,555","3,455,555",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,455,555","3,455,555",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,933,332","3,466,666",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,933,332","3,466,666",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,933,332","3,466,666",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,933,332","3,466,666",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,466,666","3,466,666",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,477,777","3,471,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,955,554","3,477,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,955,554","3,477,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,955,554","3,477,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,477,777","3,477,777",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,488,888","3,488,888",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"6,999,998","3,499,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"3,499,999","3,499,999",2025-07-14
Scroll for Overall Armor for DEX 100%,"7,000,000","3,500,000",2025-07-14
